x,y,z,prob
1.5169,-2.9326,0,0.72990
1.5843,-2.9326,0,0.67370
1.6517,-2.9326,0,0.67370
1.7191,-2.9326,0,0.60430
1.7865,-2.9326,0,0.60430
1.8539,-2.9326,0,0.60430
1.9213,-2.9326,0,0.60430
1.9888,-2.9326,0,0.55410
2.0562,-2.9326,0,0.55410
2.1236,-2.9326,0,0.47310
2.1910,-2.9326,0,0.47310
2.2584,-2.9326,0,0.47310
2.3258,-2.9326,0,0.47310
2.3933,-2.9326,0,0.47310
2.4607,-2.9326,0,0.47310
2.5281,-2.9326,0,0.47310
2.5955,-2.9326,0,0.33699
2.6629,-2.9326,0,0.23120
2.7303,-2.9326,0,0.23120
2.7978,-2.9326,0,0.23120
2.8652,-2.9326,0,0.23120
2.9326,-2.9326,0,0.23120
3.0000,-2.9326,0,0.22328
-3.0000,-2.8652,0,0.99000
-2.9326,-2.8652,0,0.99000
-2.8652,-2.8652,0,0.99000
-2.7978,-2.8652,0,0.99000
-2.7303,-2.8652,0,0.99000
-2.6629,-2.8652,0,0.99000
-2.5955,-2.8652,0,0.99000
-2.5281,-2.8652,0,0.99000
-2.4607,-2.8652,0,0.99000
-2.3933,-2.8652,0,0.99000
-2.3258,-2.8652,0,0.99000
-2.2584,-2.8652,0,0.99000
-2.1910,-2.8652,0,0.99000
-2.1236,-2.8652,0,0.99000
-2.0562,-2.8652,0,0.99000
-1.9888,-2.8652,0,0.99000
-1.9213,-2.8652,0,0.99000
-1.8539,-2.8652,0,0.99000
-1.7865,-2.8652,0,0.99000
-1.7191,-2.8652,0,0.99000
-1.6517,-2.8652,0,0.99000
-1.5843,-2.8652,0,0.99000
-1.5169,-2.8652,0,0.99000
-1.4494,-2.8652,0,0.99000
-1.3820,-2.8652,0,0.99000
-1.3146,-2.8652,0,0.99000
-1.2472,-2.8652,0,0.99000
-1.1798,-2.8652,0,0.99000
-1.1124,-2.8652,0,0.99000
-1.0449,-2.8652,0,0.99000
-0.9775,-2.8652,0,0.99000
-0.9101,-2.8652,0,0.99000
-0.8427,-2.8652,0,0.99000
-0.7753,-2.8652,0,0.99000
-0.7079,-2.8652,0,0.99000
-0.6404,-2.8652,0,0.99000
-0.5730,-2.8652,0,0.99000
-0.5056,-2.8652,0,0.99000
-0.4382,-2.8652,0,0.99000
-0.3708,-2.8652,0,0.99000
-0.3034,-2.8652,0,0.99000
-0.2360,-2.8652,0,0.99000
-0.1685,-2.8652,0,0.99000
-0.1011,-2.8652,0,0.99000
-0.0337,-2.8652,0,0.98164
0.0337,-2.8652,0,0.96272
0.1011,-2.8652,0,0.94370
0.1685,-2.8652,0,0.94370
0.2360,-2.8652,0,0.94370
0.3034,-2.8652,0,0.94370
0.3708,-2.8652,0,0.94370
0.4382,-2.8652,0,0.94107
0.5056,-2.8652,0,0.93810
0.5730,-2.8652,0,0.93810
0.6404,-2.8652,0,0.93010
0.7079,-2.8652,0,0.91131
0.7753,-2.8652,0,0.88890
0.8427,-2.8652,0,0.88890
0.9101,-2.8652,0,0.88890
0.9775,-2.8652,0,0.87962
1.0449,-2.8652,0,0.85960
1.1124,-2.8652,0,0.85960
1.1798,-2.8652,0,0.85960
1.2472,-2.8652,0,0.85960
1.3146,-2.8652,0,0.84281
1.3820,-2.8652,0,0.77120
1.4494,-2.8652,0,0.75374
1.5169,-2.8652,0,0.73530
1.5843,-2.8652,0,0.68437
1.6517,-2.8652,0,0.67370
1.7191,-2.8652,0,0.63764
1.7865,-2.8652,0,0.60430
1.8539,-2.8652,0,0.60430
1.9213,-2.8652,0,0.60430
1.9888,-2.8652,0,0.60430
2.0562,-2.8652,0,0.55410
2.1236,-2.8652,0,0.50742
2.1910,-2.8652,0,0.47310
2.2584,-2.8652,0,0.47310
2.3258,-2.8652,0,0.47310
2.3933,-2.8652,0,0.47310
2.4607,-2.8652,0,0.47310
2.5281,-2.8652,0,0.47310
2.5955,-2.8652,0,0.47310
2.6629,-2.8652,0,0.36981
2.7303,-2.8652,0,0.23120
2.7978,-2.8652,0,0.23120
2.8652,-2.8652,0,0.23120
2.9326,-2.8652,0,0.23120
3.0000,-2.8652,0,0.23120
-3.0000,-2.7978,0,0.99000
-2.9326,-2.7978,0,0.99000
-2.8652,-2.7978,0,0.99000
-2.7978,-2.7978,0,0.99000
-2.7303,-2.7978,0,0.99000
-2.6629,-2.7978,0,0.99000
-2.5955,-2.7978,0,0.99000
-2.5281,-2.7978,0,0.99000
-2.4607,-2.7978,0,0.99000
-2.3933,-2.7978,0,0.99000
-2.3258,-2.7978,0,0.99000
-2.2584,-2.7978,0,0.99000
-2.1910,-2.7978,0,0.99000
-2.1236,-2.7978,0,0.99000
-2.0562,-2.7978,0,0.99000
-1.9888,-2.7978,0,0.99000
-1.9213,-2.7978,0,0.99000
-1.8539,-2.7978,0,0.99000
-1.7865,-2.7978,0,0.99000
-1.7191,-2.7978,0,0.99000
-1.6517,-2.7978,0,0.99000
-1.5843,-2.7978,0,0.99000
-1.5169,-2.7978,0,0.99000
-1.4494,-2.7978,0,0.99000
-1.3820,-2.7978,0,0.99000
-1.3146,-2.7978,0,0.99000
-1.2472,-2.7978,0,0.99000
-1.1798,-2.7978,0,0.99000
-1.1124,-2.7978,0,0.99000
-1.0449,-2.7978,0,0.99000
-0.9775,-2.7978,0,0.99000
-0.9101,-2.7978,0,0.99000
-0.8427,-2.7978,0,0.99000
-0.7753,-2.7978,0,0.99000
-0.7079,-2.7978,0,0.99000
-0.6404,-2.7978,0,0.99000
-0.5730,-2.7978,0,0.99000
-0.5056,-2.7978,0,0.99000
-0.4382,-2.7978,0,0.99000
-0.3708,-2.7978,0,0.99000
-0.3034,-2.7978,0,0.99000
-0.2360,-2.7978,0,0.99000
-0.1685,-2.7978,0,0.99000
-0.1011,-2.7978,0,0.98592
-0.0337,-2.7978,0,0.96832
0.0337,-2.7978,0,0.94908
0.1011,-2.7978,0,0.94370
0.1685,-2.7978,0,0.94370
0.2360,-2.7978,0,0.94370
0.3034,-2.7978,0,0.94370
0.3708,-2.7978,0,0.94294
0.4382,-2.7978,0,0.93974
0.5056,-2.7978,0,0.93810
0.5730,-2.7978,0,0.93810
0.6404,-2.7978,0,0.92717
0.7079,-2.7978,0,0.90543
0.7753,-2.7978,0,0.88890
0.8427,-2.7978,0,0.88890
0.9101,-2.7978,0,0.88890
0.9775,-2.7978,0,0.87908
1.0449,-2.7978,0,0.85960
1.1124,-2.7978,0,0.85960
1.1798,-2.7978,0,0.85960
1.2472,-2.7978,0,0.85960
1.3146,-2.7978,0,0.85960
1.3820,-2.7978,0,0.77120
1.4494,-2.7978,0,0.76993
1.5169,-2.7978,0,0.73680
1.5843,-2.7978,0,0.70920
1.6517,-2.7978,0,0.67370
1.7191,-2.7978,0,0.67370
1.7865,-2.7978,0,0.60430
1.8539,-2.7978,0,0.60430
1.9213,-2.7978,0,0.60430
1.9888,-2.7978,0,0.60430
2.0562,-2.7978,0,0.58713
2.1236,-2.7978,0,0.55410
2.1910,-2.7978,0,0.47310
2.2584,-2.7978,0,0.47310
2.3258,-2.7978,0,0.47310
2.3933,-2.7978,0,0.47310
2.4607,-2.7978,0,0.47310
2.5281,-2.7978,0,0.47310
2.5955,-2.7978,0,0.47310
2.6629,-2.7978,0,0.47310
2.7303,-2.7978,0,0.37500
2.7978,-2.7978,0,0.23120
2.8652,-2.7978,0,0.23120
2.9326,-2.7978,0,0.23120
3.0000,-2.7978,0,0.23120
-3.0000,-2.7303,0,0.99000
-2.9326,-2.7303,0,0.99000
-2.8652,-2.7303,0,0.99000
-2.7978,-2.7303,0,0.99000
-2.7303,-2.7303,0,0.99000
-2.6629,-2.7303,0,0.99000
-2.5955,-2.7303,0,0.99000
-2.5281,-2.7303,0,0.99000
-2.4607,-2.7303,0,0.99000
-2.3933,-2.7303,0,0.99000
-2.3258,-2.7303,0,0.99000
-2.2584,-2.7303,0,0.99000
-2.1910,-2.7303,0,0.99000
-2.1236,-2.7303,0,0.99000
-2.0562,-2.7303,0,0.99000
-1.9888,-2.7303,0,0.99000
-1.9213,-2.7303,0,0.99000
-1.8539,-2.7303,0,0.99000
-1.7865,-2.7303,0,0.99000
-1.7191,-2.7303,0,0.99000
-1.6517,-2.7303,0,0.99000
-1.5843,-2.7303,0,0.99000
-1.5169,-2.7303,0,0.99000
-1.4494,-2.7303,0,0.99000
-1.3820,-2.7303,0,0.99000
-1.3146,-2.7303,0,0.99000
-1.2472,-2.7303,0,0.99000
-1.1798,-2.7303,0,0.99000
-1.1124,-2.7303,0,0.99000
-1.0449,-2.7303,0,0.99000
-0.9775,-2.7303,0,0.99000
-0.9101,-2.7303,0,0.99000
-0.8427,-2.7303,0,0.99000
-0.7753,-2.7303,0,0.99000
-0.7079,-2.7303,0,0.99000
-0.6404,-2.7303,0,0.99000
-0.5730,-2.7303,0,0.99000
-0.5056,-2.7303,0,0.99000
-0.4382,-2.7303,0,0.99000
-0.3708,-2.7303,0,0.99000
-0.3034,-2.7303,0,0.99000
-0.2360,-2.7303,0,0.99000
-0.1685,-2.7303,0,0.98849
-0.1011,-2.7303,0,0.97201
-0.0337,-2.7303,0,0.95408
0.0337,-2.7303,0,0.94370
0.1011,-2.7303,0,0.94370
0.1685,-2.7303,0,0.94370
0.2360,-2.7303,0,0.94370
0.3034,-2.7303,0,0.94370
0.3708,-2.7303,0,0.94151
0.4382,-2.7303,0,0.93836
0.5056,-2.7303,0,0.93810
0.5730,-2.7303,0,0.93481
0.6404,-2.7303,0,0.92418
0.7079,-2.7303,0,0.89944
0.7753,-2.7303,0,0.88890
0.8427,-2.7303,0,0.88890
0.9101,-2.7303,0,0.88890
0.9775,-2.7303,0,0.87854
1.0449,-2.7303,0,0.85960
1.1124,-2.7303,0,0.85960
1.1798,-2.7303,0,0.85960
1.2472,-2.7303,0,0.85960
1.3146,-2.7303,0,0.85960
1.3820,-2.7303,0,0.77458
1.4494,-2.7303,0,0.77120
1.5169,-2.7303,0,0.74113
1.5843,-2.7303,0,0.73530
1.6517,-2.7303,0,0.68091
1.7191,-2.7303,0,0.67370
1.7865,-2.7303,0,0.65030
1.8539,-2.7303,0,0.60430
1.9213,-2.7303,0,0.60430
1.9888,-2.7303,0,0.60430
2.0562,-2.7303,0,0.60430
2.1236,-2.7303,0,0.56543
2.1910,-2.7303,0,0.55410
2.2584,-2.7303,0,0.47310
2.3258,-2.7303,0,0.47310
2.3933,-2.7303,0,0.47310
2.4607,-2.7303,0,0.47310
2.5281,-2.7303,0,0.47310
2.5955,-2.7303,0,0.47310
2.6629,-2.7303,0,0.47310
2.7303,-2.7303,0,0.47310
2.7978,-2.7303,0,0.38108
2.8652,-2.7303,0,0.23168
2.9326,-2.7303,0,0.23120
3.0000,-2.7303,0,0.23120
-3.0000,-2.6629,0,0.99000
-2.9326,-2.6629,0,0.99000
-2.8652,-2.6629,0,0.99000
-2.7978,-2.6629,0,0.99000
-2.7303,-2.6629,0,0.99000
-2.6629,-2.6629,0,0.99000
-2.5955,-2.6629,0,0.99000
-2.5281,-2.6629,0,0.99000
-2.4607,-2.6629,0,0.99000
-2.3933,-2.6629,0,0.99000
-2.3258,-2.6629,0,0.99000
-2.2584,-2.6629,0,0.99000
-2.1910,-2.6629,0,0.99000
-2.1236,-2.6629,0,0.99000
-2.0562,-2.6629,0,0.99000
-1.9888,-2.6629,0,0.99000
-1.9213,-2.6629,0,0.99000
-1.8539,-2.6629,0,0.99000
-1.7865,-2.6629,0,0.99000
-1.7191,-2.6629,0,0.99000
-1.6517,-2.6629,0,0.99000
-1.5843,-2.6629,0,0.99000
-1.5169,-2.6629,0,0.99000
-1.4494,-2.6629,0,0.99000
-1.3820,-2.6629,0,0.99000
-1.3146,-2.6629,0,0.99000
-1.2472,-2.6629,0,0.99000
-1.1798,-2.6629,0,0.99000
-1.1124,-2.6629,0,0.99000
-1.0449,-2.6629,0,0.99000
-0.9775,-2.6629,0,0.99000
-0.9101,-2.6629,0,0.99000
-0.8427,-2.6629,0,0.99000
-0.7753,-2.6629,0,0.99000
-0.7079,-2.6629,0,0.99000
-0.6404,-2.6629,0,0.99000
-0.5730,-2.6629,0,0.99000
-0.5056,-2.6629,0,0.99000
-0.4382,-2.6629,0,0.99000
-0.3708,-2.6629,0,0.99000
-0.3034,-2.6629,0,0.99000
-0.2360,-2.6629,0,0.98942
-0.1685,-2.6629,0,0.97390
-0.1011,-2.6629,0,0.95708
-0.0337,-2.6629,0,0.94370
0.0337,-2.6629,0,0.94370
0.1011,-2.6629,0,0.94370
0.1685,-2.6629,0,0.94370
0.2360,-2.6629,0,0.94370
0.3034,-2.6629,0,0.94291
0.3708,-2.6629,0,0.94003
0.4382,-2.6629,0,0.93810
0.5056,-2.6629,0,0.93810
0.5730,-2.6629,0,0.93144
0.6404,-2.6629,0,0.91859
0.7079,-2.6629,0,0.89336
0.7753,-2.6629,0,0.88890
0.8427,-2.6629,0,0.88890
0.9101,-2.6629,0,0.88890
0.9775,-2.6629,0,0.87801
1.0449,-2.6629,0,0.85960
1.1124,-2.6629,0,0.85960
1.1798,-2.6629,0,0.85960
1.2472,-2.6629,0,0.85960
1.3146,-2.6629,0,0.85960
1.3820,-2.6629,0,0.81275
1.4494,-2.6629,0,0.77120
1.5169,-2.6629,0,0.75736
1.5843,-2.6629,0,0.73530
1.6517,-2.6629,0,0.70446
1.7191,-2.6629,0,0.67370
1.7865,-2.6629,0,0.67370
1.8539,-2.6629,0,0.60430
1.9213,-2.6629,0,0.60430
1.9888,-2.6629,0,0.60430
2.0562,-2.6629,0,0.60430
2.1236,-2.6629,0,0.60430
2.1910,-2.6629,0,0.55502
2.2584,-2.6629,0,0.55410
2.3258,-2.6629,0,0.47310
2.3933,-2.6629,0,0.47310
2.4607,-2.6629,0,0.47310
2.5281,-2.6629,0,0.47310
2.5955,-2.6629,0,0.47310
2.6629,-2.6629,0,0.47310
2.7303,-2.6629,0,0.47310
2.7978,-2.6629,0,0.47310
2.8652,-2.6629,0,0.46725
2.9326,-2.6629,0,0.36988
3.0000,-2.6629,0,0.23120
-3.0000,-2.5955,0,0.99000
-2.9326,-2.5955,0,0.99000
-2.8652,-2.5955,0,0.99000
-2.7978,-2.5955,0,0.99000
-2.7303,-2.5955,0,0.99000
-2.6629,-2.5955,0,0.99000
-2.5955,-2.5955,0,0.99000
-2.5281,-2.5955,0,0.99000
-2.4607,-2.5955,0,0.99000
-2.3933,-2.5955,0,0.99000
-2.3258,-2.5955,0,0.99000
-2.2584,-2.5955,0,0.99000
-2.1910,-2.5955,0,0.99000
-2.1236,-2.5955,0,0.99000
-2.0562,-2.5955,0,0.99000
-1.9888,-2.5955,0,0.99000
-1.9213,-2.5955,0,0.99000
-1.8539,-2.5955,0,0.99000
-1.7865,-2.5955,0,0.99000
-1.7191,-2.5955,0,0.99000
-1.6517,-2.5955,0,0.99000
-1.5843,-2.5955,0,0.99000
-1.5169,-2.5955,0,0.99000
-1.4494,-2.5955,0,0.99000
-1.3820,-2.5955,0,0.99000
-1.3146,-2.5955,0,0.99000
-1.2472,-2.5955,0,0.99000
-1.1798,-2.5955,0,0.99000
-1.1124,-2.5955,0,0.99000
-1.0449,-2.5955,0,0.99000
-0.9775,-2.5955,0,0.99000
-0.9101,-2.5955,0,0.99000
-0.8427,-2.5955,0,0.99000
-0.7753,-2.5955,0,0.99000
-0.7079,-2.5955,0,0.99000
-0.6404,-2.5955,0,0.99000
-0.5730,-2.5955,0,0.99000
-0.5056,-2.5955,0,0.99000
-0.4382,-2.5955,0,0.99000
-0.3708,-2.5955,0,0.99000
-0.3034,-2.5955,0,0.98874
-0.2360,-2.5955,0,0.97403
-0.1685,-2.5955,0,0.95816
-0.1011,-2.5955,0,0.94370
-0.0337,-2.5955,0,0.94370
0.0337,-2.5955,0,0.94370
0.1011,-2.5955,0,0.94370
0.1685,-2.5955,0,0.94370
0.2360,-2.5955,0,0.94370
0.3034,-2.5955,0,0.94133
0.3708,-2.5955,0,0.93850
0.4382,-2.5955,0,0.93810
0.5056,-2.5955,0,0.93731
0.5730,-2.5955,0,0.92798
0.6404,-2.5955,0,0.91148
0.7079,-2.5955,0,0.88890
0.7753,-2.5955,0,0.88890
0.8427,-2.5955,0,0.88890
0.9101,-2.5955,0,0.88890
0.9775,-2.5955,0,0.87747
1.0449,-2.5955,0,0.85960
1.1124,-2.5955,0,0.85960
1.1798,-2.5955,0,0.85960
1.2472,-2.5955,0,0.85960
1.3146,-2.5955,0,0.85960
1.3820,-2.5955,0,0.85033
1.4494,-2.5955,0,0.77120
1.5169,-2.5955,0,0.77120
1.5843,-2.5955,0,0.73991
1.6517,-2.5955,0,0.73530
1.7191,-2.5955,0,0.68381
1.7865,-2.5955,0,0.67370
1.8539,-2.5955,0,0.67370
1.9213,-2.5955,0,0.60430
1.9888,-2.5955,0,0.60430
2.0562,-2.5955,0,0.60430
2.1236,-2.5955,0,0.60430
2.1910,-2.5955,0,0.60430
2.2584,-2.5955,0,0.55596
2.3258,-2.5955,0,0.55410
2.3933,-2.5955,0,0.47627
2.4607,-2.5955,0,0.47310
2.5281,-2.5955,0,0.47310
2.5955,-2.5955,0,0.47310
2.6629,-2.5955,0,0.47310
2.7303,-2.5955,0,0.47310
2.7978,-2.5955,0,0.47310
2.8652,-2.5955,0,0.47310
2.9326,-2.5955,0,0.47310
3.0000,-2.5955,0,0.38989
-3.0000,-2.5281,0,0.99000
-2.9326,-2.5281,0,0.99000
-2.8652,-2.5281,0,0.99000
-2.7978,-2.5281,0,0.99000
-2.7303,-2.5281,0,0.99000
-2.6629,-2.5281,0,0.99000
-2.5955,-2.5281,0,0.99000
-2.5281,-2.5281,0,0.99000
-2.4607,-2.5281,0,0.99000
-2.3933,-2.5281,0,0.99000
-2.3258,-2.5281,0,0.99000
-2.2584,-2.5281,0,0.99000
-2.1910,-2.5281,0,0.99000
-2.1236,-2.5281,0,0.99000
-2.0562,-2.5281,0,0.99000
-1.9888,-2.5281,0,0.99000
-1.9213,-2.5281,0,0.99000
-1.8539,-2.5281,0,0.99000
-1.7865,-2.5281,0,0.99000
-1.7191,-2.5281,0,0.99000
-1.6517,-2.5281,0,0.99000
-1.5843,-2.5281,0,0.99000
-1.5169,-2.5281,0,0.99000
-1.4494,-2.5281,0,0.99000
-1.3820,-2.5281,0,0.99000
-1.3146,-2.5281,0,0.99000
-1.2472,-2.5281,0,0.99000
-1.1798,-2.5281,0,0.99000
-1.1124,-2.5281,0,0.99000
-1.0449,-2.5281,0,0.99000
-0.9775,-2.5281,0,0.99000
-0.9101,-2.5281,0,0.99000
-0.8427,-2.5281,0,0.99000
-0.7753,-2.5281,0,0.99000
-0.7079,-2.5281,0,0.99000
-0.6404,-2.5281,0,0.99000
-0.5730,-2.5281,0,0.99000
-0.5056,-2.5281,0,0.99000
-0.4382,-2.5281,0,0.99000
-0.3708,-2.5281,0,0.98642
-0.3034,-2.5281,0,0.97240
-0.2360,-2.5281,0,0.95736
-0.1685,-2.5281,0,0.94370
-0.1011,-2.5281,0,0.94370
-0.0337,-2.5281,0,0.94370
0.0337,-2.5281,0,0.94370
0.1011,-2.5281,0,0.94370
0.1685,-2.5281,0,0.94370
0.2360,-2.5281,0,0.94228
0.3034,-2.5281,0,0.93968
0.3708,-2.5281,0,0.93810
0.4382,-2.5281,0,0.93810
0.5056,-2.5281,0,0.93347
0.5730,-2.5281,0,0.92444
0.6404,-2.5281,0,0.90423
0.7079,-2.5281,0,0.88890
0.7753,-2.5281,0,0.88890
0.8427,-2.5281,0,0.88890
0.9101,-2.5281,0,0.88890
0.9775,-2.5281,0,0.87693
1.0449,-2.5281,0,0.85960
1.1124,-2.5281,0,0.85960
1.1798,-2.5281,0,0.85960
1.2472,-2.5281,0,0.85960
1.3146,-2.5281,0,0.85960
1.3820,-2.5281,0,0.85960
1.4494,-2.5281,0,0.77785
1.5169,-2.5281,0,0.77120
1.5843,-2.5281,0,0.75448
1.6517,-2.5281,0,0.73545
1.7191,-2.5281,0,0.71581
1.7865,-2.5281,0,0.67449
1.8539,-2.5281,0,0.67370
1.9213,-2.5281,0,0.66406
1.9888,-2.5281,0,0.60430
2.0562,-2.5281,0,0.60430
2.1236,-2.5281,0,0.60430
2.1910,-2.5281,0,0.60430
2.2584,-2.5281,0,0.60430
2.3258,-2.5281,0,0.56824
2.3933,-2.5281,0,0.55410
2.4607,-2.5281,0,0.51514
2.5281,-2.5281,0,0.47310
2.5955,-2.5281,0,0.47310
2.6629,-2.5281,0,0.47310
2.7303,-2.5281,0,0.47310
2.7978,-2.5281,0,0.47310
2.8652,-2.5281,0,0.47310
2.9326,-2.5281,0,0.47310
3.0000,-2.5281,0,0.47310
-3.0000,-2.4607,0,0.99000
-2.9326,-2.4607,0,0.99000
-2.8652,-2.4607,0,0.99000
-2.7978,-2.4607,0,0.99000
-2.7303,-2.4607,0,0.99000
-2.6629,-2.4607,0,0.99000
-2.5955,-2.4607,0,0.99000
-2.5281,-2.4607,0,0.99000
-2.4607,-2.4607,0,0.99000
-2.3933,-2.4607,0,0.99000
-2.3258,-2.4607,0,0.99000
-2.2584,-2.4607,0,0.99000
-2.1910,-2.4607,0,0.99000
-2.1236,-2.4607,0,0.99000
-2.0562,-2.4607,0,0.99000
-1.9888,-2.4607,0,0.99000
-1.9213,-2.4607,0,0.99000
-1.8539,-2.4607,0,0.99000
-1.7865,-2.4607,0,0.99000
-1.7191,-2.4607,0,0.99000
-1.6517,-2.4607,0,0.99000
-1.5843,-2.4607,0,0.99000
-1.5169,-2.4607,0,0.99000
-1.4494,-2.4607,0,0.99000
-1.3820,-2.4607,0,0.99000
-1.3146,-2.4607,0,0.99000
-1.2472,-2.4607,0,0.99000
-1.1798,-2.4607,0,0.99000
-1.1124,-2.4607,0,0.99000
-1.0449,-2.4607,0,0.99000
-0.9775,-2.4607,0,0.99000
-0.9101,-2.4607,0,0.99000
-0.8427,-2.4607,0,0.99000
-0.7753,-2.4607,0,0.99000
